770	AIR	1.4187484565	AIR	AIR	AIR	AIR	AIR	0	1	50.5290183466	0.0001	0.001
9111	AIR	1.168158936	AIR	AIR	AIR	AIR	AIR	0	1	50.1140652787	0.0001	0.001
9608	AIR	1.390511062	AIR	AIR	AIR	AIR	AIR	0	1	50.2452800173	0.0001	0.001
13468	AIR	0.7839918713	AIR	AIR	AIR	AIR	AIR	0	1	50.3092220121	0.0001	0.001
16653	AIR	1.2702135622	AIR	AIR	AIR	AIR	AIR	0	1	54.2587747615	0.0001	0.001
23213	AIR	1.0032026878	AIR	AIR	AIR	AIR	AIR	0	1	50.4017696607	0.0001	0.001
24463	AIR	54.1365074698	AIR	AIR	AIR	AIR	AIR	0	1	51.1704105339	0.0001	0.001
24591	AIR	1.0224661437	AIR	AIR	AIR	AIR	AIR	0	1	54.1456428956	0.0001	0.001
28225	AIR	0.9278456236	AIR	AIR	AIR	AIR	AIR	0	1	52.8145467879	0.0001	0.001
1190	CIV	6.9568249575	CIV	CIV	CIV	CIV	CIV	0	1	98.8315256185	0.0001	0.001
1365	CIV	0.2082148482	CIV	CIV	CIV	CIV	CIV	0	1	98.7242099794	0.0001	0.001
2128	CIV	8.2147045722	CIV	CIV	CIV	CIV	CIV	0	1	62.7376060658	0.0001	0.001
2265	CIV	21.107839695	CIV	CIV	CIV	CIV	CIV	0	1	89.5154417976	0.0001	0.001
2494	CIV	4.7507042908	CIV	CIV	CIV	CIV	CIV	0	1	55.578251299	0.0001	0.001
3015	CIV	2.4627461939	CIV	CIV	CIV	CIV	CIV	0	1	98.7227785534	0.0001	0.001
4764	CIV	19.3008455724	CIV	CIV	CIV	CIV	CIV	0	1	85.6192352921	0.0001	0.001
5141	CIV	6.1699426735	CIV	CIV	CIV	CIV	CIV	0	1	88.6577348172	0.0001	0.001
5420	CIV	42.7081700988	RL	RL	RL	RL	RL	0	1	71.2483792009	0.0001	0.001
5486	CIV	0.1867293135	CIV	CIV	CIV	CIV	CIV	0	1	94.1134334298	0.0001	0.001
5503	CIV	20.4215789542	CIV	CIV	CIV	CIV	CIV	0	1	73.9221530984	0.0001	0.001
5770	CIV	1.2484031252	CIV	CIV	CIV	CIV	CIV	0	1	97.8763618096	0.0001	0.001
6149	CIV	46.1139911636	CIV	CIV	CIV	CIV	CIV	0	1	92.7759237884	0.0001	0.001
7590	CIV	21.8674121585	CIV	CIV	CIV	CIV	CIV	0	1	88.8345971974	0.0001	0.001
7597	CIV	18.9240202562	CIV	CIV	CIV	CIV	CIV	0	1	93.8431897851	0.0001	0.001
8128	CIV	1.7680366442	CIV	CIV	CIV	CIV	CIV	0	1	98.1497148947	0.0001	0.001
8788	CIV	91.4447367964	CIV	CIV	CIV	CIV	CIV	0	1	87.3802954781	0.0001	0.001
9246	CIV	0.2165817391	CIV	CIV	CIV	CIV	CIV	0	1	98.7405906803	0.0001	0.001
9895	CIV	4.5520257243	CIV	CIV	CIV	CIV	CIV	0	1	97.7756790359	0.0001	0.001
10407	CIV	2.5546075844	CIV	CIV	CIV	CIV	CIV	0	1	96.3268030004	0.0001	0.001
10415	CIV	13.8164958329	CIV	CIV	CIV	CIV	CIV	0	1	88.4037871262	0.0001	0.001
10589	CIV	0.762834321	CIV	CIV	CIV	CIV	CIV	0	1	79.443904048	0.0001	0.001
11120	CIV	3.2971641927	CIV	CIV	CIV	CIV	CIV	0	1	96.752933947	0.0001	0.001
11638	CIV	3.6339201329	CIV	CIV	CIV	CIV	CIV	0	1	97.9574195182	0.0001	0.001
12443	CIV	1.0181533476	CIV	CIV	CIV	CIV	CIV	0	1	90.4034761399	0.0001	0.001
13088	CIV	4.8526704476	CIV	CIV	CIV	CIV	CIV	0	1	90.9194757209	0.0001	0.001
13210	CIV	4.2205036659	CIV	CIV	CIV	CIV	CIV	0	1	88.7530112449	0.0001	0.001
13308	CIV	14.9642708392	CIV	CIV	CIV	CIV	CIV	0	1	60.8532308598	0.0001	0.001
13469	CIV	18.7610722979	CIV	CIV	CIV	CIV	CIV	0	1	97.4365995549	0.0001	0.001
13504	CIV	0.3859419155	CIV	CIV	CIV	CIV	CIV	0	1	97.7769902722	0.0001	0.001
13982	CIV	17.2523455102	CIV	CIV	CIV	CIV	CIV	0	1	58.1190218311	0.0001	0.001
14125	CIV	5.0902679953	CIV	CIV	CIV	CIV	CIV	0	1	50.5961935326	0.0001	0.001
14131	CIV	49.9001044363	CIV	CIV	CIV	CIV	CIV	0	1	98.9353000105	0.0001	0.001
14977	CIV	10.157023082	CIV	CIV	CIV	CIV	CIV	0	1	93.8160857814	0.0001	0.001
15065	CIV	8.4180944613	CIV	CIV	CIV	CIV	CIV	0	1	88.350192107	0.0001	0.001
15387	CIV	35.5085183555	CIV	CIV	CIV	CIV	CIV	0	1	84.3983882454	0.0001	0.001
15854	CIV	6.1565268246	CIV	CIV	CIV	CIV	CIV	0	1	55.4471939388	0.0001	0.001
15967	CIV	7.197945814	CIV	CIV	CIV	CIV	CIV	0	1	96.2090955045	0.0001	0.001
16192	CIV	12.7175855994	CIV	CIV	CIV	CIV	CIV	0	1	57.8374002596	0.0001	0.001
16282	CIV	2.851688262	CIV	CIV	CIV	CIV	CIV	0	1	81.1054505655	0.0001	0.001
